协议编号,借据编号,还款期数,还款日期,实还利息,实还本金,还款金额,还款标志
130687910898,115,4,2018-07-29,16102.50,119277.78,135380.28,1
130687910898,115,5,2018-08-29,15029.00,119277.78,134306.78,1
130687910898,115,6,2018-09-29,13955.50,119277.78,133233.28,1
130687910898,115,7,2018-10-29,12882.00,119277.78,132159.78,1
130687910898,115,8,2018-11-29,11808.50,119277.78,131086.28,1
250991104859,116,1,2018-05-06,4347.00,25875.00,30222.00,1
250991104859,116,2,2018-06-06,4165.88,25875.00,30040.88,1
250991104859,116,3,2018-07-06,3984.75,25875.00,29859.75,1
250991104859,116,4,2018-08-06,3803.62,25875.00,29678.62,1
250991104859,116,5,2018-09-06,3622.50,25875.00,29497.50,1
250991104859,116,6,2018-10-06,3441.38,25875.00,29316.38,1
250991104859,116,7,2018-11-06,3260.25,25875.00,29135.25,1
250991104859,116,8,2018-12-06,3079.12,25875.00,28954.12,1
161652135065,114,1,2018-02-17,8748.00,0.00,8748.00,1
161652135065,114,2,2018-03-17,8748.00,0.00,8748.00,1
161652135065,114,3,2018-04-17,8748.00,0.00,8748.00,1
161652135065,114,4,2018-05-17,8748.00,0.00,8748.00,1
161652135065,114,5,2018-06-17,8748.00,0.00,8748.00,1
161652135065,114,6,2018-07-17,8748.00,0.00,8748.00,1
301211839428,108,1,2018-02-14,161.00,1843.99,2004.99,1
301211839428,108,2,2018-03-14,148.09,1856.90,2004.99,1
301211839428,108,3,2018-04-14,135.09,1869.90,2004.99,1
301211839428,108,4,2018-05-14,122.00,1882.99,2004.99,1
301211839428,108,5,2018-06-14,108.82,1896.17,2004.99,1
301211839428,108,6,2018-07-14,95.55,1909.44,2004.99,1
301211839428,108,7,2018-08-14,82.18,1922.81,2004.99,1
260818302779,108,1,2018-07-14,130.00,481.96,611.96,1
240575064254,107,1,2018-07-23,40.00,0.00,40.00,1
240575064254,107,2,2018-08-23,40.00,0.00,40.00,1
240575064254,107,3,2018-09-23,40.00,0.00,40.00,1
240575064254,107,4,2018-10-23,40.00,0.00,40.00,1
240575064254,107,5,2018-11-23,40.00,0.00,40.00,1
240575064254,107,6,2018-12-23,40.00,0.00,40.00,1
251269858456,114,1,2018-05-09,4806.00,42340.00,47146.00,1
251269858456,114,2,2018-06-09,4424.94,42721.06,47146.00,1
251269858456,114,3,2018-07-09,4040.45,43105.55,47146.00,1
050981886929,113,1,2018-07-24,10.00,0.00,10.00,1
050981886929,113,2,2018-08-24,10.00,0.00,10.00,1
050981886929,113,3,2018-09-24,10.00,1000.00,1010.00,1
300458677303,100,1,2018-07-30,12224.00,127333.33,139557.33,1
300458677303,100,2,2018-08-30,11205.33,127333.33,138538.67,1
300458677303,100,3,2018-09-30,10186.67,127333.33,137520.00,1
300458677303,100,4,2018-10-30,9168.00,127333.33,136501.33,1
300458677303,100,5,2018-11-30,8149.33,127333.33,135482.67,1
300458677303,100,6,2018-12-30,7130.67,127333.33,134464.00,1
251142679730,116,1,2018-03-10,250.00,0.00,250.00,1
251142679730,116,2,2018-04-10,250.00,0.00,250.00,1
251142679730,116,3,2018-05-10,250.00,0.00,250.00,1
130546167309,116,1,2018-07-02,400.00,0.00,400.00,1
130546167309,116,2,2018-08-02,400.00,0.00,400.00,1
130546167309,116,3,2018-09-02,400.00,0.00,400.00,1
151203278177,106,1,2018-04-18,12740.00,70777.78,83517.78,1
151203278177,106,2,2018-05-18,12032.22,70777.78,82810.00,1
151203278177,106,3,2018-06-18,11324.44,70777.78,82102.22,1
060725835972,103,1,2018-06-28,470.00,7639.77,8109.77,1
060725835972,103,2,2018-07-28,393.60,7716.17,8109.77,1
060725835972,103,3,2018-08-28,316.44,7793.33,8109.77,1
060725835972,103,4,2018-09-28,238.51,7871.26,8109.77,1
041051834971,112,1,2018-05-22,6471.00,59916.67,66387.67,1
041051834971,112,2,2018-06-22,5931.75,59916.67,65848.42,1
041051834971,112,3,2018-07-22,5392.50,59916.67,65309.17,1
041051834971,112,4,2018-08-22,4853.25,59916.67,64769.92,1
041051834971,112,5,2018-09-22,4314.00,59916.67,64230.67,1
041051834971,112,6,2018-10-22,3774.75,59916.67,63691.42,1
041051834971,112,7,2018-11-22,3235.50,59916.67,63152.17,1
041051834971,112,8,2018-12-22,2696.25,59916.67,62612.92,1
071499656063,100,1,2018-02-12,153.00,0.00,153.00,1
071499656063,100,2,2018-03-12,153.00,0.00,153.00,1
071499656063,100,3,2018-04-12,153.00,0.00,153.00,1
071499656063,100,4,2018-05-12,153.00,0.00,153.00,1
071499656063,100,5,2018-06-12,153.00,0.00,153.00,1
071499656063,100,6,2018-07-12,153.00,17000.00,17153.00,1
201264109603,119,1,2018-08-20,120.00,1250.00,1370.00,1
201264109603,119,2,2018-09-20,110.00,1250.00,1360.00,1
201264109603,119,3,2018-10-20,100.00,1250.00,1350.00,1
201264109603,119,4,2018-11-20,90.00,1250.00,1340.00,1
201264109603,119,5,2018-12-20,80.00,1250.00,1330.00,1
200510620826,108,1,2018-05-06,4329.00,38137.72,42466.72,1
200510620826,108,2,2018-06-06,3985.76,38480.96,42466.72,1
200510620826,108,3,2018-07-06,3639.43,38827.29,42466.72,1
200510620826,108,4,2018-08-06,3289.99,39176.73,42466.72,1
200510620826,108,5,2018-09-06,2937.40,39529.32,42466.72,1
270578460938,101,1,2018-03-19,3420.00,0.00,3420.00,1
270578460938,101,2,2018-04-19,3420.00,0.00,3420.00,1
270578460938,101,3,2018-05-19,3420.00,0.00,3420.00,1
270578460938,101,4,2018-06-19,3420.00,0.00,3420.00,1
270578460938,101,5,2018-07-19,3420.00,0.00,3420.00,1
070788225905,107,1,2018-07-13,3978.00,36833.33,40811.33,1
070788225905,107,2,2018-08-13,3757.00,36833.33,40590.33,1
070788225905,107,3,2018-09-13,3536.00,36833.33,40369.33,1
070788225905,107,4,2018-10-13,3315.00,36833.33,40148.33,1
070788225905,107,5,2018-11-13,3094.00,36833.33,39927.33,1
070788225905,107,6,2018-12-13,2873.00,36833.33,39706.33,1
010299324888,102,1,2018-03-24,28.00,320.69,348.69,1
010299324888,102,2,2018-04-24,25.76,322.93,348.69,1
010299324888,102,3,2018-05-24,23.49,325.20,348.69,1
010299324888,102,4,2018-06-24,21.22,327.47,348.69,1
010299324888,102,5,2018-07-24,18.93,329.76,348.69,1
010299324888,102,6,2018-08-24,16.62,332.07,348.69,1
010299324888,102,7,2018-09-24,14.29,334.40,348.69,1
220127333594,117,1,2018-08-01,22212.00,126919.58,149131.58,1
220127333594,117,2,2018-09-01,21069.72,128061.86,149131.58,1
220127333594,117,3,2018-10-01,19917.17,129214.41,149131.58,1
220127333594,117,4,2018-11-01,18754.24,130377.34,149131.58,1
220127333594,117,5,2018-12-01,17580.84,131550.74,149131.58,1
151285765604,111,1,2018-04-13,2922.00,27055.56,29977.56,1
151285765604,111,2,2018-05-13,2759.67,27055.56,29815.22,1
151285765604,111,3,2018-06-13,2597.33,27055.56,29652.89,1
151285765604,111,4,2018-07-13,2435.00,27055.56,29490.56,1
151285765604,111,5,2018-08-13,2272.67,27055.56,29328.22,1
151285765604,111,6,2018-09-13,2110.33,27055.56,29165.89,1
151285765604,111,7,2018-10-13,1948.00,27055.56,29003.56,1
151285765604,111,8,2018-11-13,1785.67,27055.56,28841.22,1
151285765604,111,9,2018-12-13,1623.33,27055.56,28678.89,1
160825967381,119,1,2018-08-25,171.00,3096.16,3267.16,1
160825967381,119,2,2018-09-25,143.13,3124.03,3267.16,1
160825967381,119,3,2018-10-25,115.02,3152.14,3267.16,1
160825967381,119,4,2018-11-25,86.65,3180.51,3267.16,1
260209799959,115,1,2018-02-14,38592.00,0.00,38592.00,1
260209799959,115,2,2018-03-14,38592.00,0.00,38592.00,1
260209799959,115,3,2018-04-14,38592.00,0.00,38592.00,1
260209799959,115,4,2018-05-14,38592.00,0.00,38592.00,1
260209799959,115,5,2018-06-14,38592.00,0.00,38592.00,1
260209799959,115,6,2018-07-14,38592.00,4288000.00,4326592.00,1
140705941711,118,1,2018-03-25,90.00,0.00,90.00,1
140705941711,118,2,2018-04-25,90.00,0.00,90.00,1
140705941711,118,3,2018-05-25,90.00,10000.00,10090.00,1
111119547240,106,1,2018-04-22,6300.00,0.00,6300.00,1
111119547240,106,2,2018-05-22,6300.00,0.00,6300.00,1
160210169903,112,1,2018-05-10,8120.00,0.00,8120.00,1
160210169903,112,2,2018-06-10,8120.00,0.00,8120.00,1
160210169903,112,3,2018-07-10,8120.00,0.00,8120.00,1
160210169903,112,4,2018-08-10,8120.00,0.00,8120.00,1
160210169903,112,5,2018-09-10,8120.00,0.00,8120.00,1
160210169903,112,6,2018-10-10,8120.00,0.00,8120.00,1
160210169903,112,7,2018-11-10,8120.00,0.00,8120.00,1
160210169903,112,8,2018-12-10,8120.00,0.00,8120.00,1
120443899740,115,1,2018-06-28,10370.00,168562.66,178932.66,1
120443899740,115,2,2018-07-28,8684.37,170248.29,178932.66,1
120443899740,115,3,2018-08-28,6981.89,171950.77,178932.66,1
120443899740,115,4,2018-09-28,5262.38,173670.28,178932.66,1
090603963201,100,1,2018-08-10,39420.00,0.00,39420.00,1
090603963201,100,2,2018-09-10,39420.00,0.00,39420.00,1
111556480645,106,1,2018-06-28,270.00,1542.78,1812.78,1
111556480645,106,2,2018-07-28,256.11,1556.67,1812.78,1
111556480645,106,3,2018-08-28,242.10,1570.68,1812.78,1
111556480645,106,4,2018-09-28,227.97,1584.81,1812.78,1
111556480645,106,5,2018-10-28,213.71,1599.07,1812.78,1
111556480645,106,6,2018-11-28,199.31,1613.47,1812.78,1
111556480645,106,7,2018-12-28,184.79,1627.99,1812.78,1
070433013600,111,1,2018-08-30,29456.00,0.00,29456.00,1
070433013600,111,2,2018-09-30,29456.00,0.00,29456.00,1
070433013600,111,3,2018-10-30,29456.00,3682000.00,3711456.00,1
190231877147,118,1,2018-06-05,665.00,4970.68,5635.68,1
191451510058,108,1,2018-02-15,6.00,331.34,337.34,1
091012027174,111,1,2018-07-21,4200.00,41858.23,46058.23,1
091012027174,111,2,2018-08-21,3865.13,42193.10,46058.23,1
091012027174,111,3,2018-09-21,3527.59,42530.64,46058.23,1
091012027174,111,4,2018-10-21,3187.34,42870.89,46058.23,1
091012027174,111,5,2018-11-21,2844.38,43213.85,46058.23,1
091012027174,111,6,2018-12-21,2498.67,43559.56,46058.23,1
111184102182,110,1,2018-08-11,5262.00,73083.33,78345.33,1
111184102182,110,2,2018-09-11,4823.50,73083.33,77906.83,1
111184102182,110,3,2018-10-11,4385.00,73083.33,77468.33,1
111184102182,110,4,2018-11-11,3946.50,73083.33,77029.83,1
111184102182,110,5,2018-12-11,3508.00,73083.33,76591.33,1
271457834023,111,1,2018-04-14,2544.00,16478.04,19022.04,1
271457834023,111,2,2018-05-14,2445.13,16576.91,19022.04,1
271457834023,111,3,2018-06-14,2345.67,16676.37,19022.04,1
271457834023,111,4,2018-07-14,2245.61,16776.43,19022.04,1
271457834023,111,5,2018-08-14,2144.95,16877.09,19022.04,1
271457834023,111,6,2018-09-14,2043.69,16978.35,19022.04,1
271457834023,111,7,2018-10-14,1941.82,17080.22,19022.04,1
271457834023,111,8,2018-11-14,1839.34,17182.70,19022.04,1
271457834023,111,9,2018-12-14,1736.24,17285.80,19022.04,1
460066509632,104,1,2018-08-14,780.00,5416.67,6196.67,1
460066509632,104,2,2018-09-14,747.50,5416.67,6164.17,1
460066509632,104,3,2018-10-14,715.00,5416.67,6131.67,1
460066509632,104,4,2018-11-14,682.50,5416.67,6099.17,1
460066509632,104,5,2018-12-14,650.00,5416.67,6066.67,1
111624514889,118,1,2018-05-03,518.00,3871.90,4389.90,1
111624514889,118,2,2018-06-03,490.90,3899.00,4389.90,1
111624514889,118,3,2018-07-03,463.60,3926.30,4389.90,1
111624514889,118,4,2018-08-03,436.12,3953.78,4389.90,1
111624514889,118,5,2018-09-03,408.44,3981.46,4389.90,1
111624514889,118,6,2018-10-03,380.57,4009.33,4389.90,1
250912610504,106,1,2018-02-20,1390.00,10959.98,12349.98,1
250912610504,106,2,2018-03-20,1280.40,11069.58,12349.98,1
250912610504,106,3,2018-04-20,1169.70,11180.28,12349.98,1
040928874871,116,1,2018-08-19,513.00,3166.67,3679.67,1
040928874871,116,2,2018-09-19,484.50,3166.67,3651.17,1
040928874871,116,3,2018-10-19,456.00,3166.67,3622.67,1
040928874871,116,4,2018-11-19,427.50,3166.67,3594.17,1
040928874871,116,5,2018-12-19,399.00,3166.67,3565.67,1
201845553061,111,1,2018-08-01,792.00,33000.00,33792.00,1
201845553061,111,2,2018-09-01,528.00,33000.00,33528.00,1
201845553061,111,3,2018-10-01,264.00,33000.00,33264.00,1
201797782001,118,1,2018-03-16,2475.00,14142.17,16617.17,1
201797782001,118,2,2018-04-16,2347.72,14269.45,16617.17,1
201797782001,118,3,2018-05-16,2219.30,14397.87,16617.17,1
201797782001,118,4,2018-06-16,2089.71,14527.46,16617.17,1
201797782001,118,5,2018-07-16,1958.97,14658.20,16617.17,1
201797782001,118,6,2018-08-16,1827.04,14790.13,16617.17,1
201797782001,118,7,2018-09-16,1693.93,14923.24,16617.17,1
201797782001,118,8,2018-10-16,1559.62,15057.55,16617.17,1
201797782001,118,9,2018-11-16,1424.11,15193.06,16617.17,1
131634859606,115,1,2018-04-27,19054.00,226833.33,245887.33,1
131634859606,115,2,2018-05-27,17466.17,226833.33,244299.50,1
131634859606,115,3,2018-06-27,15878.33,226833.33,242711.67,1
131634859606,115,4,2018-07-27,14290.50,226833.33,241123.83,1
060809190366,107,1,2018-03-17,7112.00,0.00,7112.00,1
060809190366,107,2,2018-04-17,7112.00,0.00,7112.00,1
060809190366,107,3,2018-05-17,7112.00,889000.00,896112.00,1
090976039175,103,1,2018-06-09,584.00,24139.70,24723.70,1
191279632274,117,1,2018-02-12,26012.00,194432.26,220444.26,1
191279632274,117,2,2018-03-12,24650.97,195793.29,220444.26,1
191279632274,117,3,2018-04-12,23280.42,197163.84,220444.26,1
191279632274,117,4,2018-05-12,21900.27,198543.99,220444.26,1
191279632274,117,5,2018-06-12,20510.47,199933.79,220444.26,1
191279632274,117,6,2018-07-12,19110.93,201333.33,220444.26,1
191279632274,117,7,2018-08-12,17701.60,202742.66,220444.26,1
191279632274,117,8,2018-09-12,16282.40,204161.86,220444.26,1
191279632274,117,9,2018-10-12,14853.26,205591.00,220444.26,1
060402876700,120,1,2018-07-02,13783.00,82041.67,95824.67,1
060402876700,120,2,2018-08-02,13208.71,82041.67,95250.38,1
180381714350,114,1,2018-06-03,2052.00,11725.15,13777.15,1
180381714350,114,2,2018-07-03,1946.47,11830.68,13777.15,1
180381714350,114,3,2018-08-03,1840.00,11937.15,13777.15,1
180381714350,114,4,2018-09-03,1732.56,12044.59,13777.15,1
180381714350,114,5,2018-10-03,1624.16,12152.99,13777.15,1
180381714350,114,6,2018-11-03,1514.79,12262.36,13777.15,1
180381714350,114,7,2018-12-03,1404.42,12372.73,13777.15,1
060233153807,112,1,2018-06-10,387.00,0.00,387.00,1
060233153807,112,2,2018-07-10,387.00,0.00,387.00,1
060233153807,112,3,2018-08-10,387.00,43000.00,43387.00,1
220188024026,117,1,2018-03-20,13528.00,140916.67,154444.67,1
220188024026,117,2,2018-04-20,12400.67,140916.67,153317.33,1
220188024026,117,3,2018-05-20,11273.33,140916.67,152190.00,1
220188024026,117,4,2018-06-20,10146.00,140916.67,151062.67,1
220188024026,117,5,2018-07-20,9018.67,140916.67,149935.33,1
220188024026,117,6,2018-08-20,7891.33,140916.67,148808.00,1
220188024026,117,7,2018-09-20,6764.00,140916.67,147680.67,1
220188024026,117,8,2018-10-20,5636.67,140916.67,146553.33,1
220188024026,117,9,2018-11-20,4509.33,140916.67,145426.00,1
220188024026,117,10,2018-12-20,3382.00,140916.67,144298.67,1
230614118412,106,1,2018-05-17,29874.00,817472.70,847346.70,1
230614118412,106,2,2018-06-17,24969.16,822377.54,847346.70,1
230614118412,106,3,2018-07-17,20034.90,827311.80,847346.70,1
230614118412,106,4,2018-08-17,15071.03,832275.67,847346.70,1
250534023811,106,1,2018-07-01,4650.00,64583.33,69233.33,1
250534023811,106,2,2018-08-01,4262.50,64583.33,68845.83,1
250534023811,106,3,2018-09-01,3875.00,64583.33,68458.33,1
250534023811,106,4,2018-10-01,3487.50,64583.33,68070.83,1
250534023811,106,5,2018-11-01,3100.00,64583.33,67683.33,1
250534023811,106,6,2018-12-01,2712.50,64583.33,67295.83,1
240380411817,104,1,2018-05-15,210.00,6930.46,7140.46,1
131110219883,105,1,2018-06-17,300.00,2083.33,2383.33,1
131110219883,105,2,2018-07-17,287.50,2083.33,2370.83,1
131110219883,105,3,2018-08-17,275.00,2083.33,2358.33,1
131110219883,105,4,2018-09-17,262.50,2083.33,2345.83,1
170248264207,101,1,2018-07-05,16.00,0.00,16.00,1
170248264207,101,2,2018-08-05,16.00,0.00,16.00,1
170248264207,101,3,2018-09-05,16.00,0.00,16.00,1
170248264207,101,4,2018-10-05,16.00,0.00,16.00,1
170248264207,101,5,2018-11-05,16.00,0.00,16.00,1
201966969538,106,1,2018-04-19,450.00,0.00,450.00,1
201966969538,106,2,2018-05-19,450.00,0.00,450.00,1
201966969538,106,3,2018-06-19,450.00,0.00,450.00,1
201966969538,106,4,2018-07-19,450.00,0.00,450.00,1
130534628959,103,1,2018-07-14,973.00,0.00,973.00,1
130534628959,103,2,2018-08-14,973.00,0.00,973.00,1
300205893118,105,1,2018-04-11,4032.00,28000.00,32032.00,1
300205893118,105,2,2018-05-11,3808.00,28000.00,31808.00,1
300205893118,105,3,2018-06-11,3584.00,28000.00,31584.00,1
300205893118,105,4,2018-07-11,3360.00,28000.00,31360.00,1
300205893118,105,5,2018-08-11,3136.00,28000.00,31136.00,1
300205893118,105,6,2018-09-11,2912.00,28000.00,30912.00,1
171404910518,111,1,2018-05-08,30720.00,0.00,30720.00,1
171404910518,111,2,2018-06-08,30720.00,0.00,30720.00,1
171404910518,111,3,2018-07-08,30720.00,3072000.00,3102720.00,1
091472762355,104,1,2018-06-13,70.00,583.33,653.33,1
091472762355,104,2,2018-07-13,64.17,583.33,647.50,1
091472762355,104,3,2018-08-13,58.33,583.33,641.67,1
091472762355,104,4,2018-09-13,52.50,583.33,635.83,1
091472762355,104,5,2018-10-13,46.67,583.33,630.00,1
091472762355,104,6,2018-11-13,40.83,583.33,624.17,1
091472762355,104,7,2018-12-13,35.00,583.33,618.33,1
201645135342,106,1,2018-07-17,231.00,2750.00,2981.00,1
201645135342,106,2,2018-08-17,211.75,2750.00,2961.75,1
201645135342,106,3,2018-09-17,192.50,2750.00,2942.50,1
210416514316,101,1,2018-08-17,7464.00,308525.22,315989.22,1
131740456045,103,1,2018-07-06,26430.00,355126.58,381556.58,1
131740456045,103,2,2018-08-06,24299.24,357257.34,381556.58,1
131740456045,103,3,2018-09-06,22155.70,359400.88,381556.58,1
131740456045,103,4,2018-10-06,19999.29,361557.29,381556.58,1
131740456045,103,5,2018-11-06,17829.95,363726.63,381556.58,1
131740456045,103,6,2018-12-06,15647.59,365908.99,381556.58,1
061420668721,117,1,2018-03-21,32320.00,0.00,32320.00,1
061420668721,117,2,2018-04-21,32320.00,0.00,32320.00,1
061420668721,117,3,2018-05-21,32320.00,4040000.00,4072320.00,1
040687376821,104,1,2018-07-19,182.00,0.00,182.00,1
150478136856,117,1,2018-08-31,6710.00,223666.67,230376.67,1
150478136856,117,2,2018-09-30,4473.33,223666.67,228140.00,1
150478136856,117,3,2018-10-31,2236.67,223666.67,225903.33,1
131520046819,118,1,2018-06-13,31224.00,1290647.29,1321871.29,1
301197270217,109,1,2018-07-24,7630.00,31791.67,39421.67,1
301197270217,109,2,2018-08-24,7312.08,31791.67,39103.75,1
301197270217,109,3,2018-09-24,6994.17,31791.67,38785.83,1
301197270217,109,4,2018-10-24,6676.25,31791.67,38467.92,1
301197270217,109,5,2018-11-24,6358.33,31791.67,38150.00,1
301197270217,109,6,2018-12-24,6040.42,31791.67,37832.08,1
251484334246,100,1,2018-08-22,138.00,7620.85,7758.85,1
130929547153,117,1,2018-03-26,890.00,4537.40,5427.40,1
130929547153,117,2,2018-04-26,844.63,4582.77,5427.40,1
130929547153,117,3,2018-05-26,798.80,4628.60,5427.40,1
130929547153,117,4,2018-06-26,752.51,4674.89,5427.40,1
130929547153,117,5,2018-07-26,705.76,4721.64,5427.40,1
130929547153,117,6,2018-08-26,658.55,4768.85,5427.40,1
130929547153,117,7,2018-09-26,610.86,4816.54,5427.40,1
130929547153,117,8,2018-10-26,562.69,4864.71,5427.40,1
130929547153,117,9,2018-11-26,514.05,4913.35,5427.40,1
130929547153,117,10,2018-12-26,464.91,4962.49,5427.40,1
290486815270,116,1,2018-04-03,182.00,998.66,1180.66,1
290486815270,116,2,2018-05-03,175.01,1005.65,1180.66,1
290486815270,116,3,2018-06-03,167.97,1012.69,1180.66,1
290486815270,116,4,2018-07-03,160.88,1019.78,1180.66,1
290486815270,116,5,2018-08-03,153.74,1026.92,1180.66,1
290486815270,116,6,2018-09-03,146.55,1034.11,1180.66,1
290486815270,116,7,2018-10-03,139.32,1041.34,1180.66,1
290486815270,116,8,2018-11-03,132.03,1048.63,1180.66,1
290486815270,116,9,2018-12-03,124.69,1055.97,1180.66,1
071122716010,107,1,2018-03-05,28896.00,187165.66,216061.66,1
071122716010,107,2,2018-04-05,27773.01,188288.65,216061.66,1
071122716010,107,3,2018-05-05,26643.27,189418.39,216061.66,1
071122716010,107,4,2018-06-05,25506.76,190554.90,216061.66,1
071122716010,107,5,2018-07-05,24363.43,191698.23,216061.66,1
071122716010,107,6,2018-08-05,23213.24,192848.42,216061.66,1
071122716010,107,7,2018-09-05,22056.15,194005.51,216061.66,1
071122716010,107,8,2018-10-05,20892.12,195169.54,216061.66,1
071122716010,107,9,2018-11-05,19721.10,196340.56,216061.66,1
071122716010,107,10,2018-12-05,18543.06,197518.60,216061.66,1
201194031321,103,1,2018-03-17,27.00,0.00,27.00,1
201194031321,103,2,2018-04-17,27.00,0.00,27.00,1
201194031321,103,3,2018-05-17,27.00,0.00,27.00,1
201194031321,103,4,2018-06-17,27.00,0.00,27.00,1
201194031321,103,5,2018-07-17,27.00,0.00,27.00,1
201194031321,103,6,2018-08-17,27.00,3000.00,3027.00,1
200316685908,113,1,2018-08-04,19384.00,807666.67,827050.67,1
200316685908,113,2,2018-09-04,12922.67,807666.67,820589.33,1
211435816896,105,1,2018-04-05,1422.00,6583.33,8005.33,1
211435816896,105,2,2018-05-05,1362.75,6583.33,7946.08,1
211435816896,105,3,2018-06-05,1303.50,6583.33,7886.83,1
211435816896,105,4,2018-07-05,1244.25,6583.33,7827.58,1
161148460217,100,1,2018-05-14,2850.00,0.00,2850.00,1
161148460217,100,2,2018-06-14,2850.00,0.00,2850.00,1
161148460217,100,3,2018-07-14,2850.00,0.00,2850.00,1
161148460217,100,4,2018-08-14,2850.00,0.00,2850.00,1
161148460217,100,5,2018-09-14,2850.00,0.00,2850.00,1
161148460217,100,6,2018-10-14,2850.00,0.00,2850.00,1
161148460217,100,7,2018-11-14,2850.00,0.00,2850.00,1
161148460217,100,8,2018-12-14,2850.00,0.00,2850.00,1
210374147951,111,1,2018-03-04,2488.00,11805.72,14293.72,1
150541163319,114,1,2018-08-14,279.00,5051.63,5330.63,1
131629751875,100,1,2018-06-14,2810.00,93666.67,96476.67,1
131629751875,100,2,2018-07-14,1873.33,93666.67,95540.00,1
131629751875,100,3,2018-08-14,936.67,93666.67,94603.33,1
330162925541,112,1,2018-08-22,140.00,2275.68,2415.68,1
330162925541,112,2,2018-09-22,117.24,2298.44,2415.68,1
330162925541,112,3,2018-10-22,94.26,2321.42,2415.68,1
161060149033,113,1,2018-07-24,260.00,4226.26,4486.26,1
161060149033,113,2,2018-08-24,217.74,4268.52,4486.26,1
161060149033,113,3,2018-09-24,175.05,4311.21,4486.26,1
161060149033,113,4,2018-10-24,131.94,4354.32,4486.26,1
040441029475,114,1,2018-08-12,310.00,5166.67,5476.67,1
040441029475,114,2,2018-09-12,258.33,5166.67,5425.00,1
040441029475,114,3,2018-10-12,206.67,5166.67,5373.33,1
040441029475,114,4,2018-11-12,155.00,5166.67,5321.67,1
040441029475,114,5,2018-12-12,103.33,5166.67,5270.00,1
090490155750,114,1,2018-02-14,175.00,4094.34,4269.34,1
090490155750,114,2,2018-03-14,146.34,4123.00,4269.34,1
090490155750,114,3,2018-04-14,117.48,4151.86,4269.34,1
090490155750,114,4,2018-05-14,88.42,4180.92,4269.34,1
270795122853,105,1,2018-03-07,144.00,0.00,144.00,1
270795122853,105,2,2018-04-07,144.00,0.00,144.00,1
061013066867,111,1,2018-05-16,441.00,8166.67,8607.67,1
061013066867,111,2,2018-06-16,367.50,8166.67,8534.17,1
061013066867,111,3,2018-07-16,294.00,8166.67,8460.67,1
061013066867,111,4,2018-08-16,220.50,8166.67,8387.17,1
061013066867,111,5,2018-09-16,147.00,8166.67,8313.67,1
061013066867,111,6,2018-10-16,73.50,8166.67,8240.17,1
240296048464,112,1,2018-07-24,1122.00,0.00,1122.00,1
240296048464,112,2,2018-08-24,1122.00,0.00,1122.00,1
231637558348,117,1,2018-06-15,84.00,1000.00,1084.00,1
051101222926,107,1,2018-04-05,216.00,9000.00,9216.00,1
051101222926,107,2,2018-05-05,144.00,9000.00,9144.00,1
051101222926,107,3,2018-06-05,72.00,9000.00,9072.00,1
250433542966,114,1,2018-03-02,108.00,500.00,608.00,1
250433542966,114,2,2018-04-02,103.50,500.00,603.50,1
250433542966,114,3,2018-05-02,99.00,500.00,599.00,1
250433542966,114,4,2018-06-02,94.50,500.00,594.50,1
250433542966,114,5,2018-07-02,90.00,500.00,590.00,1
250433542966,114,6,2018-08-02,85.50,500.00,585.50,1
250433542966,114,7,2018-09-02,81.00,500.00,581.00,1
250433542966,114,8,2018-10-02,76.50,500.00,576.50,1
250433542966,114,9,2018-11-02,72.00,500.00,572.00,1
250433542966,114,10,2018-12-02,67.50,500.00,567.50,1
200281472052,111,1,2018-06-05,32.00,207.49,239.49,1
200281472052,111,2,2018-07-05,30.34,209.15,239.49,1
200281472052,111,3,2018-08-05,28.67,210.82,239.49,1
200281472052,111,4,2018-09-05,26.98,212.51,239.49,1
111622842234,110,1,2018-05-17,198.00,0.00,198.00,1
111622842234,110,2,2018-06-17,198.00,0.00,198.00,1
111622842234,110,3,2018-07-17,198.00,0.00,198.00,1
111622842234,110,4,2018-08-17,198.00,0.00,198.00,1
111622842234,110,5,2018-09-17,198.00,0.00,198.00,1
111622842234,110,6,2018-10-17,198.00,0.00,198.00,1
111622842234,110,7,2018-11-17,198.00,0.00,198.00,1
061204325512,113,1,2018-03-26,17464.00,113238.91,130702.91,1
061204325512,113,2,2018-04-26,16558.09,114144.82,130702.91,1
061204325512,113,3,2018-05-26,15644.93,115057.98,130702.91,1
061204325512,113,4,2018-06-26,14724.47,115978.44,130702.91,1
061204325512,113,5,2018-07-26,13796.64,116906.27,130702.91,1
061204325512,113,6,2018-08-26,12861.39,117841.52,130702.91,1
061204325512,113,7,2018-09-26,11918.66,118784.25,130702.91,1
061204325512,113,8,2018-10-26,10968.38,119734.53,130702.91,1
061204325512,113,9,2018-11-26,10010.51,120692.40,130702.91,1
061204325512,113,10,2018-12-26,9044.97,121657.94,130702.91,1
050614420200,118,1,2018-06-17,25668.00,226130.50,251798.50,1
050614420200,118,2,2018-07-17,23632.83,228165.67,251798.50,1
050614420200,118,3,2018-08-17,21579.33,230219.17,251798.50,1
050614420200,118,4,2018-09-17,19507.36,232291.14,251798.50,1
050614420200,118,5,2018-10-17,17416.74,234381.76,251798.50,1
050614420200,118,6,2018-11-17,15307.31,236491.19,251798.50,1
140249221717,102,1,2018-06-29,984.00,54666.67,55650.67,1
